person_id,frame_id,timestamp_sec,pos_x_px,pos_y_px,pos_x_meters,pos_y_meters,speed_mps,speed_kmh,acceleration_mps2,heading_deg,dist_to_zebra_meters,inside_crosswalk,behavioral_state
6,7140,238.24,1208.8,1722.6,18.131,25.84,0.018,0.07,0.003,297.7,8.92,0,Stationary
6,7200,240.24,1207.7,1724.2,18.115,25.864,0.014,0.05,-0.002,123.5,8.91,0,Stationary
6,7260,242.24,1208.4,1726.2,18.126,25.893,0.016,0.06,0.001,69.5,8.93,0,Stationary
6,7380,246.25,1206.0,1724.8,18.09,25.873,0.01,0.04,-0.001,209.0,8.89,0,Stationary
6,7680,256.26,1209.4,1724.5,18.142,25.868,0.005,0.02,-0.001,354.9,8.94,0,Stationary
6,7740,258.26,1209.4,1723.0,18.141,25.845,0.012,0.04,0.003,268.6,8.93,0,Stationary
6,7800,260.26,1209.6,1723.3,18.144,25.849,0.003,0.01,-0.004,51.9,8.94,0,Stationary
6,7860,262.26,1209.5,1724.6,18.142,25.87,0.01,0.04,0.004,96.9,8.94,0,Stationary
6,8040,268.27,1210.0,1725.5,18.15,25.883,0.003,0.01,-0.001,59.2,8.95,0,Stationary
6,8160,272.27,1210.7,1725.7,18.161,25.886,0.003,0.01,0.0,13.2,8.96,0,Stationary
6,8340,278.28,1209.9,1727.5,18.148,25.912,0.005,0.02,0.0,116.9,8.96,0,Stationary
6,8400,280.28,1209.6,1727.1,18.143,25.906,0.004,0.01,-0.001,232.7,8.95,0,Stationary
6,8460,282.28,1210.6,1728.9,18.158,25.934,0.016,0.06,0.006,61.6,8.98,0,Stationary
6,8520,284.28,1209.6,1729.6,18.144,25.944,0.009,0.03,-0.004,144.3,8.97,0,Stationary
6,8760,292.29,1209.8,1727.0,18.147,25.904,0.005,0.02,-0.0,274.0,8.96,0,Stationary
6,8820,294.29,1209.9,1725.2,18.148,25.879,0.013,0.05,0.004,272.8,8.95,0,Stationary
6,8880,296.3,1208.8,1725.0,18.132,25.876,0.008,0.03,-0.002,190.7,8.93,0,Stationary
6,8940,298.3,1210.2,1725.1,18.152,25.877,0.01,0.04,0.001,4.2,8.95,0,Stationary
6,9060,302.3,1210.1,1725.3,18.151,25.88,0.001,0.0,-0.002,116.5,8.95,0,Stationary
6,9120,304.3,1211.5,1726.8,18.172,25.902,0.015,0.05,0.007,47.3,8.98,0,Stationary
6,9180,306.31,1209.8,1725.4,18.146,25.882,0.016,0.06,0.0,219.1,8.95,0,Stationary
6,9240,308.31,1210.0,1725.2,18.15,25.878,0.002,0.01,-0.007,312.2,8.95,0,Stationary
6,9420,314.31,1209.4,1721.8,18.141,25.828,0.009,0.03,0.001,260.7,8.92,0,Stationary
6,9480,316.32,1208.4,1724.8,18.126,25.873,0.024,0.09,0.008,108.8,8.93,0,Stationary
6,9540,318.32,1209.4,1724.8,18.141,25.872,0.007,0.03,-0.008,359.2,8.94,0,Stationary
6,9600,320.32,1209.4,1724.8,18.141,25.871,0.001,0.0,-0.003,288.0,8.94,0,Stationary
6,9660,322.32,1210.3,1722.1,18.154,25.831,0.021,0.08,0.01,287.7,8.94,0,Stationary
6,9720,324.32,1209.0,1721.9,18.134,25.828,0.01,0.04,-0.006,187.9,8.92,0,Stationary
6,9780,326.33,1210.0,1721.5,18.149,25.822,0.008,0.03,-0.001,337.0,8.93,0,Stationary
6,9840,328.33,1210.3,1720.1,18.155,25.801,0.011,0.04,0.001,284.4,8.93,0,Stationary
6,9900,330.33,1212.1,1721.0,18.181,25.815,0.015,0.05,0.002,27.8,8.96,0,Stationary
6,9960,332.33,1212.9,1719.6,18.193,25.794,0.012,0.04,-0.001,298.6,8.96,0,Stationary
6,10020,334.33,1211.1,1719.8,18.166,25.797,0.014,0.05,0.001,173.3,8.94,0,Stationary
6,10080,336.34,1210.7,1719.8,18.16,25.797,0.003,0.01,-0.005,179.0,8.93,0,Stationary
6,10140,338.34,1210.5,1718.4,18.158,25.776,0.011,0.04,0.004,264.9,8.92,0,Stationary
6,10200,340.34,1208.2,1721.1,18.123,25.817,0.027,0.1,0.008,129.8,8.9,0,Stationary
6,10260,342.34,1208.9,1719.5,18.133,25.793,0.013,0.05,-0.007,292.6,8.9,0,Stationary
6,10320,344.34,1210.2,1715.8,18.152,25.737,0.029,0.11,0.008,288.9,8.9,0,Stationary
6,10380,346.35,1208.5,1716.4,18.128,25.747,0.013,0.05,-0.008,159.3,8.88,0,Stationary
6,10440,348.35,1210.7,1716.7,18.161,25.751,0.016,0.06,0.002,8.1,8.92,0,Stationary
6,10500,350.35,1209.5,1715.6,18.143,25.735,0.012,0.04,-0.002,222.9,8.89,0,Stationary
6,10560,352.35,1211.3,1716.6,18.17,25.749,0.015,0.05,0.001,27.8,8.92,0,Stationary
6,10680,356.36,1208.5,1719.7,18.128,25.796,0.016,0.06,0.0,131.1,8.9,0,Stationary
6,10740,358.36,1208.5,1720.5,18.128,25.808,0.006,0.02,-0.005,92.0,8.9,0,Stationary
6,10800,360.36,1210.8,1719.3,18.163,25.79,0.02,0.07,0.007,332.8,8.93,0,Stationary
6,10860,362.36,1210.7,1720.4,18.16,25.807,0.009,0.03,-0.005,98.0,8.93,0,Stationary
6,10980,366.37,1209.4,1720.7,18.141,25.81,0.005,0.02,-0.001,170.4,8.92,0,Stationary
6,11040,368.37,1210.7,1720.9,18.16,25.813,0.01,0.04,0.002,9.1,8.94,0,Stationary
6,11100,370.37,1211.7,1720.3,18.175,25.805,0.009,0.03,-0.001,330.1,8.95,0,Stationary
6,11160,372.37,1210.2,1719.0,18.154,25.785,0.015,0.05,0.003,222.6,8.92,0,Stationary
6,11220,374.37,1213.2,1718.8,18.198,25.781,0.022,0.08,0.004,355.7,8.96,0,Stationary
6,11280,376.38,1212.7,1716.7,18.19,25.751,0.016,0.06,-0.003,256.4,8.94,0,Stationary
6,11340,378.38,1211.9,1715.8,18.179,25.738,0.009,0.03,-0.003,230.5,8.93,0,Stationary
6,11400,380.38,1208.6,1717.9,18.129,25.769,0.03,0.11,0.01,148.3,8.89,0,Stationary
6,11460,382.38,1211.5,1716.3,18.173,25.745,0.025,0.09,-0.002,331.3,8.92,0,Stationary
6,11520,384.38,1210.1,1717.3,18.152,25.76,0.013,0.05,-0.006,143.6,8.91,0,Stationary
6,11580,386.39,1208.6,1718.9,18.13,25.784,0.016,0.06,0.002,133.5,8.9,0,Stationary
6,11640,388.39,1208.5,1719.7,18.128,25.795,0.006,0.02,-0.005,97.5,8.9,0,Stationary
6,11700,390.39,1208.6,1720.7,18.13,25.811,0.008,0.03,0.001,84.5,8.91,0,Stationary
6,11760,392.39,1210.3,1721.2,18.155,25.819,0.013,0.05,0.003,17.4,8.93,0,Stationary
6,11820,394.39,1209.5,1725.2,18.142,25.878,0.031,0.11,0.009,102.3,8.94,0,Stationary
6,11880,396.4,1208.2,1722.5,18.122,25.838,0.022,0.08,-0.004,244.3,8.91,0,Stationary
6,11940,398.4,1209.2,1721.4,18.138,25.821,0.012,0.04,-0.005,312.9,8.92,0,Stationary
6,12000,400.4,1209.3,1721.1,18.139,25.817,0.002,0.01,-0.005,283.5,8.92,0,Stationary
6,12060,402.4,1209.3,1721.2,18.139,25.818,0.001,0.0,-0.001,90.9,8.92,0,Stationary
6,12120,404.4,1209.2,1721.7,18.138,25.825,0.004,0.01,0.002,101.4,8.92,0,Stationary
6,12180,406.41,1207.1,1721.3,18.107,25.819,0.016,0.06,0.006,191.2,8.89,0,Stationary
6,12240,408.41,1209.1,1722.8,18.136,25.842,0.019,0.07,0.002,37.8,8.93,0,Stationary
6,12300,410.41,1209.1,1721.5,18.136,25.823,0.01,0.03,-0.005,268.7,8.92,0,Stationary
6,12360,412.41,1205.7,1720.2,18.086,25.802,0.027,0.1,0.009,202.4,8.86,0,Stationary
6,12480,416.42,1206.2,1718.7,18.094,25.781,0.006,0.02,-0.005,290.0,8.86,0,Stationary
6,12540,418.42,1205.4,1721.1,18.081,25.817,0.019,0.07,0.007,110.1,8.86,0,Stationary
6,12600,420.42,1205.3,1722.3,18.079,25.834,0.009,0.03,-0.005,95.6,8.87,0,Stationary
6,13020,434.43,1206.4,1717.6,18.095,25.764,0.005,0.02,-0.0,283.3,8.86,0,Stationary
6,13080,436.44,1206.4,1717.6,18.096,25.764,0.0,0.0,-0.002,71.3,8.86,0,Stationary
6,13140,438.44,1205.7,1717.1,18.086,25.756,0.006,0.02,0.003,218.4,8.85,0,Stationary
6,13200,440.44,1207.2,1718.0,18.108,25.77,0.013,0.05,0.003,31.6,8.87,0,Stationary
6,13320,444.44,1207.8,1718.0,18.116,25.77,0.002,0.01,-0.003,359.0,8.88,0,Stationary
6,13380,446.45,1206.3,1720.2,18.094,25.803,0.02,0.07,0.009,124.8,8.87,0,Stationary
6,13440,448.45,1207.6,1719.6,18.114,25.794,0.011,0.04,-0.004,335.7,8.89,0,Stationary
6,13500,450.45,1207.8,1719.3,18.118,25.79,0.002,0.01,-0.004,314.7,8.89,0,Stationary
6,13560,452.45,1207.0,1719.5,18.105,25.792,0.006,0.02,0.002,170.4,8.88,0,Stationary
6,13620,454.45,1206.5,1722.9,18.098,25.843,0.026,0.09,0.01,98.0,8.89,0,Stationary
6,13680,456.46,1206.7,1721.5,18.101,25.822,0.011,0.04,-0.008,279.1,8.89,0,Stationary
6,13740,458.46,1205.8,1720.0,18.086,25.8,0.014,0.05,0.001,236.7,8.86,0,Stationary
6,13800,460.46,1205.7,1719.1,18.085,25.787,0.007,0.02,-0.003,264.9,8.86,0,Stationary
6,14040,468.47,1206.4,1719.1,18.096,25.786,0.001,0.0,-0.001,358.9,8.87,0,Stationary
6,14100,470.47,1207.0,1721.9,18.104,25.828,0.021,0.08,0.01,78.7,8.89,0,Stationary
6,14160,472.47,1205.1,1720.2,18.077,25.803,0.019,0.07,-0.001,223.1,8.86,0,Stationary
6,14220,474.47,1206.1,1719.6,18.091,25.794,0.008,0.03,-0.005,328.4,8.87,0,Stationary
6,14340,478.48,1205.5,1721.5,18.082,25.822,0.007,0.03,-0.0,107.1,8.87,0,Stationary
6,14400,480.48,1206.2,1721.0,18.093,25.815,0.007,0.02,-0.0,326.2,8.88,0,Stationary
6,14520,484.48,1207.3,1721.9,18.109,25.829,0.005,0.02,-0.0,42.7,8.89,0,Stationary
6,14580,486.49,1205.8,1722.2,18.088,25.833,0.011,0.04,0.003,169.9,8.88,0,Stationary
6,14760,492.49,1205.8,1720.6,18.087,25.809,0.004,0.01,-0.001,268.4,8.87,0,Stationary
6,14820,494.49,1205.8,1720.6,18.087,25.809,0.0,0.0,-0.002,65.1,8.87,0,Stationary
6,15180,506.51,1205.4,1722.7,18.082,25.84,0.003,0.01,0.0,100.0,8.87,0,Stationary
6,16620,554.55,1205.8,1719.2,18.088,25.788,0.001,0.0,-0.0,276.6,8.86,0,Stationary
6,17160,572.57,1205.4,1715.8,18.081,25.738,0.003,0.01,0.0,263.0,8.84,0,Stationary
6,17280,576.58,1205.4,1715.4,18.08,25.731,0.002,0.01,-0.0,261.0,8.83,0,Stationary
6,17400,580.58,1203.9,1716.2,18.059,25.743,0.006,0.02,0.001,150.2,8.82,0,Stationary
6,17460,582.58,1204.3,1715.8,18.064,25.737,0.004,0.01,-0.001,313.6,8.82,0,Stationary
6,17640,588.59,1206.2,1712.7,18.093,25.69,0.009,0.03,0.001,301.5,8.83,0,Stationary
6,17700,590.59,1203.6,1714.6,18.054,25.719,0.024,0.09,0.008,143.4,8.8,0,Stationary
6,17760,592.59,1204.0,1714.9,18.06,25.723,0.004,0.01,-0.01,35.7,8.81,0,Stationary
6,17880,596.6,1204.5,1714.8,18.067,25.722,0.002,0.01,-0.0,347.8,8.82,0,Stationary
6,18000,600.6,1203.5,1718.1,18.053,25.772,0.013,0.05,0.003,106.0,8.82,0,Stationary
6,18060,602.6,1204.6,1718.3,18.069,25.775,0.008,0.03,-0.002,9.9,8.84,0,Stationary
6,18120,604.6,1204.6,1718.2,18.07,25.773,0.001,0.0,-0.004,275.6,8.84,0,Stationary
6,18180,606.61,1204.2,1716.1,18.064,25.741,0.016,0.06,0.008,259.4,8.82,0,Stationary
6,18240,608.61,1204.2,1715.6,18.063,25.733,0.004,0.01,-0.006,263.3,8.82,0,Stationary
6,18300,610.61,1203.9,1715.6,18.058,25.734,0.002,0.01,-0.001,175.9,8.81,0,Stationary
6,18360,612.61,1204.2,1714.9,18.062,25.723,0.006,0.02,0.002,292.8,8.81,0,Stationary
6,18480,616.62,1206.4,1716.5,18.095,25.747,0.01,0.04,0.001,35.4,8.85,0,Stationary
6,18600,620.62,1207.5,1716.7,18.112,25.75,0.004,0.02,-0.001,9.7,8.87,0,Stationary
6,18900,630.63,1205.4,1716.7,18.081,25.751,0.003,0.01,-0.0,178.1,8.84,0,Stationary
6,18960,632.63,1206.3,1718.0,18.095,25.77,0.012,0.04,0.004,55.0,8.86,0,Stationary
6,19020,634.63,1206.2,1717.4,18.092,25.76,0.005,0.02,-0.003,255.6,8.85,0,Stationary
6,19080,636.64,1206.6,1715.6,18.098,25.734,0.014,0.05,0.004,282.8,8.85,0,Stationary
6,19140,638.64,1206.3,1717.9,18.094,25.768,0.017,0.06,0.002,96.7,8.86,0,Stationary
6,19200,640.64,1206.2,1716.8,18.093,25.753,0.008,0.03,-0.005,264.0,8.85,0,Stationary
6,19380,646.65,1204.7,1718.3,18.07,25.775,0.005,0.02,-0.0,135.4,8.84,0,Stationary
6,19500,650.65,1206.4,1720.1,18.096,25.801,0.009,0.03,0.001,45.2,8.87,0,Stationary
6,19980,666.67,1207.2,1714.9,18.108,25.723,0.005,0.02,-0.0,278.5,8.86,0,Stationary
6,20040,668.67,1206.8,1716.5,18.102,25.747,0.012,0.04,0.004,104.8,8.86,0,Stationary
6,20100,670.67,1206.0,1717.3,18.09,25.759,0.008,0.03,-0.002,135.0,8.85,0,Stationary
6,20160,672.67,1206.7,1717.2,18.1,25.758,0.005,0.02,-0.002,352.7,8.86,0,Stationary
6,20280,676.68,1206.6,1717.3,18.099,25.76,0.0,0.0,-0.001,133.6,8.86,0,Stationary
6,20340,678.68,1203.7,1717.6,18.056,25.764,0.022,0.08,0.011,173.8,8.82,0,Stationary
6,20400,680.68,1204.9,1716.8,18.074,25.752,0.011,0.04,-0.005,327.1,8.83,0,Stationary
6,20460,682.68,1203.8,1715.9,18.057,25.738,0.011,0.04,0.0,221.1,8.81,0,Stationary
6,20520,684.68,1206.0,1717.6,18.091,25.763,0.021,0.08,0.005,37.4,8.85,0,Stationary
6,20580,686.69,1206.1,1717.4,18.091,25.762,0.001,0.0,-0.01,286.3,8.85,0,Stationary
6,20820,694.69,1204.0,1711.6,18.06,25.674,0.012,0.04,0.001,250.3,8.79,0,Stationary
6,20880,696.7,1203.7,1714.0,18.055,25.71,0.018,0.07,0.003,96.5,8.8,0,Stationary
6,20940,698.7,1203.1,1715.1,18.047,25.727,0.009,0.03,-0.004,116.4,8.8,0,Stationary
6,21180,706.71,1203.6,1711.9,18.055,25.678,0.006,0.02,-0.0,278.8,8.79,0,Stationary
6,21240,708.71,1204.1,1711.7,18.061,25.675,0.003,0.01,-0.001,335.5,8.79,0,Stationary
6,21420,714.71,1206.3,1711.1,18.094,25.666,0.006,0.02,0.0,344.5,8.82,0,Stationary
6,21480,716.72,1205.9,1711.3,18.089,25.67,0.003,0.01,-0.001,144.6,8.82,0,Stationary
6,21600,720.72,1205.7,1713.6,18.086,25.704,0.009,0.03,0.001,94.8,8.83,0,Stationary
6,21660,722.72,1206.0,1713.2,18.09,25.699,0.004,0.01,-0.003,310.6,8.83,0,Stationary
6,21720,724.72,1206.4,1710.7,18.096,25.66,0.019,0.07,0.008,278.4,8.82,0,Stationary
6,21780,726.73,1207.6,1710.2,18.114,25.653,0.01,0.03,-0.005,336.3,8.84,0,Stationary
6,21840,728.73,1204.2,1711.6,18.063,25.674,0.027,0.1,0.009,157.2,8.8,0,Stationary
6,21900,730.73,1204.1,1713.4,18.061,25.702,0.014,0.05,-0.007,94.3,8.8,0,Stationary
6,21960,732.73,1207.5,1714.0,18.113,25.709,0.026,0.1,0.006,8.4,8.86,0,Stationary
6,22080,736.74,1205.6,1713.5,18.084,25.703,0.007,0.03,-0.005,192.8,8.83,0,Stationary
6,22140,738.74,1206.6,1713.2,18.099,25.698,0.008,0.03,0.0,341.4,8.84,0,Stationary
