person_id,frame_id,timestamp_sec,spatial_zone,pos_x_m,pos_y_m,speed_mps,step_length_m,stride_length_m,cadence_steps_per_min,step_frequency_hz,stride_frequency_hz,group_category,in_crossing_corridor,in_zebra
51,31500,1051.05,Median Side,45.429,15.437,0.034,0.071,0.143,29.0,0.48,0.24,Single Pedestrian Crossing,0,0
51,31560,1053.05,Median Side,45.458,15.428,0.015,0.05,0.1,18.0,0.3,0.15,Single Pedestrian Crossing,0,0
51,31620,1055.05,Median Side,45.444,15.428,0.007,0.05,0.1,8.5,0.14,0.07,Single Pedestrian Crossing,0,0
52,31680,1057.06,South Kerb Side,17.732,27.747,0.011,0.05,0.1,13.6,0.23,0.11,Single Pedestrian Crossing,0,0
52,31740,1059.06,South Kerb Side,17.738,27.725,0.011,0.05,0.1,13.6,0.23,0.11,Single Pedestrian Crossing,0,0
52,31980,1067.07,South Kerb Side,17.748,27.715,0.002,0.05,0.1,2.1,0.04,0.02,Single Pedestrian Crossing,0,0
55,33180,1107.11,South Kerb Side,45.143,31.378,0.003,0.05,0.1,4.0,0.07,0.03,Single Pedestrian Crossing,0,0
55,33840,1129.13,South Kerb Side,45.183,31.316,0.003,0.05,0.1,4.0,0.07,0.03,Single Pedestrian Crossing,0,0
55,33900,1131.13,South Kerb Side,45.173,31.36,0.022,0.052,0.105,25.4,0.42,0.21,Single Pedestrian Crossing,0,0
55,34440,1149.15,South Kerb Side,45.136,31.507,0.008,0.05,0.1,10.1,0.17,0.08,Single Pedestrian Crossing,0,0
55,34800,1161.16,South Kerb Side,45.139,31.474,0.003,0.05,0.1,3.4,0.06,0.03,Single Pedestrian Crossing,0,0
55,34860,1163.16,South Kerb Side,45.126,31.452,0.013,0.05,0.1,15.5,0.26,0.13,Single Pedestrian Crossing,0,0
55,34920,1165.16,South Kerb Side,45.111,31.484,0.018,0.05,0.1,21.0,0.35,0.18,Single Pedestrian Crossing,0,0
55,35160,1173.17,South Kerb Side,45.186,31.489,0.009,0.05,0.1,11.2,0.19,0.09,Single Pedestrian Crossing,0,0
55,35220,1175.17,South Kerb Side,45.195,31.5,0.007,0.05,0.1,8.4,0.14,0.07,Single Pedestrian Crossing,0,0
57,33720,1125.12,Median Side,39.356,22.964,0.007,0.05,0.1,8.0,0.13,0.07,Single Pedestrian Crossing,1,0
57,34740,1159.16,Median Side,39.276,23.176,0.007,0.05,0.1,8.0,0.13,0.07,Single Pedestrian Crossing,1,0
57,36300,1211.21,Median Side,39.421,23.132,0.003,0.05,0.1,3.5,0.06,0.03,Single Pedestrian Crossing,1,0
57,36540,1219.22,Median Side,39.427,23.06,0.009,0.05,0.1,10.8,0.18,0.09,Single Pedestrian Crossing,1,0
57,36600,1221.22,Median Side,39.428,22.896,0.082,0.131,0.262,37.6,0.63,0.31,Single Pedestrian Crossing,1,0
57,36960,1233.23,Median Side,39.456,22.384,0.043,0.083,0.166,30.9,0.51,0.26,Single Pedestrian Crossing,1,0
61,36360,1213.21,South Kerb Side,46.006,30.876,0.021,0.05,0.1,24.6,0.41,0.21,Single Pedestrian Crossing,0,0
61,36420,1215.21,South Kerb Side,45.986,30.84,0.021,0.05,0.1,24.6,0.41,0.21,Single Pedestrian Crossing,0,0
61,36480,1217.22,South Kerb Side,45.971,30.929,0.045,0.086,0.172,31.3,0.52,0.26,Single Pedestrian Crossing,0,0
61,36540,1219.22,South Kerb Side,45.985,30.901,0.015,0.05,0.1,18.4,0.31,0.15,Single Pedestrian Crossing,0,0
64,38400,1281.28,South Kerb Side,26.689,26.449,0.0,0.05,0.1,1.2,0.02,0.01,Single Pedestrian Crossing,0,0
64,39300,1311.31,South Kerb Side,26.681,26.453,0.0,0.05,0.1,1.2,0.02,0.01,Single Pedestrian Crossing,0,0
64,39480,1317.32,South Kerb Side,26.672,26.468,0.003,0.05,0.1,3.5,0.06,0.03,Single Pedestrian Crossing,0,0
64,43860,1463.46,South Kerb Side,26.649,26.436,0.0,0.05,0.1,1.2,0.02,0.01,Single Pedestrian Crossing,0,0
68,39780,1327.33,North Kerb Side,18.212,7.047,0.011,0.05,0.1,13.0,0.22,0.11,Single Pedestrian Crossing,0,1
68,39840,1329.33,North Kerb Side,18.225,7.064,0.011,0.05,0.1,13.0,0.22,0.11,Single Pedestrian Crossing,0,1
68,39900,1331.33,North Kerb Side,18.162,7.023,0.038,0.076,0.152,29.7,0.5,0.25,Single Pedestrian Crossing,0,1
68,39960,1333.33,North Kerb Side,18.184,7.024,0.011,0.05,0.1,13.2,0.22,0.11,Single Pedestrian Crossing,0,1
68,40020,1335.33,North Kerb Side,18.169,6.879,0.073,0.121,0.242,36.3,0.6,0.3,Single Pedestrian Crossing,0,1
69,40380,1347.35,South Kerb Side,46.307,32.192,0.044,0.085,0.17,31.2,0.52,0.26,Single Pedestrian Crossing,0,0
69,40440,1349.35,South Kerb Side,46.303,32.28,0.044,0.085,0.17,31.2,0.52,0.26,Single Pedestrian Crossing,0,0
69,40500,1351.35,South Kerb Side,46.276,32.193,0.045,0.087,0.173,31.4,0.52,0.26,Single Pedestrian Crossing,0,0
69,40560,1353.35,South Kerb Side,46.262,32.229,0.019,0.05,0.1,23.2,0.39,0.19,Single Pedestrian Crossing,0,0
69,40620,1355.35,South Kerb Side,46.187,32.169,0.048,0.09,0.181,32.0,0.53,0.27,Single Pedestrian Crossing,0,0
69,40680,1357.36,South Kerb Side,46.169,32.272,0.052,0.096,0.191,32.8,0.55,0.27,Single Pedestrian Crossing,0,0
69,40860,1363.36,South Kerb Side,46.253,32.328,0.017,0.05,0.1,20.3,0.34,0.17,Single Pedestrian Crossing,0,0
69,42120,1405.4,South Kerb Side,46.112,31.572,0.018,0.05,0.1,21.9,0.37,0.18,Single Pedestrian Crossing,0,0
70,40920,1365.36,North Kerb Side,18.35,6.58,0.009,0.05,0.1,11.1,0.19,0.09,Single Pedestrian Crossing,0,1
70,41100,1371.37,North Kerb Side,18.306,6.545,0.009,0.05,0.1,11.1,0.19,0.09,Single Pedestrian Crossing,0,1
70,41160,1373.37,North Kerb Side,18.286,6.545,0.01,0.05,0.1,12.3,0.2,0.1,Single Pedestrian Crossing,0,1
70,41220,1375.37,North Kerb Side,18.284,6.565,0.01,0.05,0.1,12.2,0.2,0.1,Single Pedestrian Crossing,0,1
70,41280,1377.38,North Kerb Side,18.264,6.561,0.01,0.05,0.1,12.5,0.21,0.1,Single Pedestrian Crossing,0,1
70,41340,1379.38,North Kerb Side,18.26,6.62,0.03,0.064,0.129,27.7,0.46,0.23,Single Pedestrian Crossing,0,1
70,41400,1381.38,North Kerb Side,18.314,6.508,0.062,0.108,0.216,34.5,0.58,0.29,Single Pedestrian Crossing,0,1
70,41460,1383.38,North Kerb Side,18.186,6.435,0.074,0.122,0.244,36.4,0.61,0.3,Single Pedestrian Crossing,0,1
72,41160,1373.37,North Kerb Side,14.053,5.023,0.007,0.05,0.1,7.9,0.13,0.07,Single Pedestrian Crossing,0,0
72,41220,1375.37,North Kerb Side,14.05,5.036,0.007,0.05,0.1,7.9,0.13,0.07,Single Pedestrian Crossing,0,0
72,41520,1385.38,North Kerb Side,14.065,5.123,0.009,0.05,0.1,10.6,0.18,0.09,Single Pedestrian Crossing,0,0
72,41700,1391.39,North Kerb Side,14.048,5.159,0.007,0.05,0.1,8.0,0.13,0.07,Single Pedestrian Crossing,0,0
72,42120,1405.4,North Kerb Side,14.063,5.127,0.003,0.05,0.1,3.1,0.05,0.03,Single Pedestrian Crossing,0,0
72,42240,1409.41,North Kerb Side,14.083,5.156,0.009,0.05,0.1,10.5,0.17,0.09,Single Pedestrian Crossing,0,0
72,42360,1413.41,North Kerb Side,14.069,5.145,0.004,0.05,0.1,5.4,0.09,0.04,Single Pedestrian Crossing,0,0
72,42660,1423.42,North Kerb Side,14.088,5.112,0.004,0.05,0.1,4.5,0.07,0.04,Single Pedestrian Crossing,0,0
72,43860,1463.46,North Kerb Side,14.089,5.218,0.003,0.05,0.1,3.2,0.05,0.03,Single Pedestrian Crossing,0,0
72,43980,1467.47,North Kerb Side,14.011,5.206,0.02,0.05,0.1,23.6,0.39,0.2,Single Pedestrian Crossing,0,0
72,44340,1479.48,North Kerb Side,14.044,5.107,0.009,0.05,0.1,10.4,0.17,0.09,Single Pedestrian Crossing,0,0
72,44400,1481.48,North Kerb Side,14.092,5.078,0.028,0.062,0.124,27.2,0.45,0.23,Single Pedestrian Crossing,0,0
72,44760,1493.49,North Kerb Side,14.068,5.122,0.004,0.05,0.1,5.0,0.08,0.04,Single Pedestrian Crossing,0,0
72,44940,1499.5,North Kerb Side,14.074,5.143,0.004,0.05,0.1,4.2,0.07,0.04,Single Pedestrian Crossing,0,0
72,45300,1511.51,North Kerb Side,14.053,5.103,0.004,0.05,0.1,4.5,0.07,0.04,Single Pedestrian Crossing,0,0
72,45660,1523.52,North Kerb Side,14.052,5.106,0.0,0.05,0.1,1.2,0.02,0.01,Single Pedestrian Crossing,0,0
72,45720,1525.52,North Kerb Side,14.038,5.136,0.017,0.05,0.1,19.9,0.33,0.17,Single Pedestrian Crossing,0,0
72,45840,1529.53,North Kerb Side,14.083,5.148,0.012,0.05,0.1,13.9,0.23,0.12,Single Pedestrian Crossing,0,0
72,45900,1531.53,North Kerb Side,14.079,5.134,0.007,0.05,0.1,8.6,0.14,0.07,Single Pedestrian Crossing,0,0
72,46020,1535.53,North Kerb Side,14.076,5.137,0.001,0.05,0.1,1.5,0.02,0.01,Single Pedestrian Crossing,0,0
72,46800,1561.56,North Kerb Side,14.068,5.153,0.001,0.05,0.1,1.2,0.02,0.01,Single Pedestrian Crossing,0,0
72,46860,1563.56,North Kerb Side,14.055,5.141,0.009,0.05,0.1,10.5,0.18,0.09,Single Pedestrian Crossing,0,0
72,46920,1565.56,North Kerb Side,14.067,5.157,0.01,0.05,0.1,12.3,0.21,0.1,Single Pedestrian Crossing,0,0
72,46980,1567.57,North Kerb Side,14.063,5.154,0.003,0.05,0.1,3.3,0.05,0.03,Single Pedestrian Crossing,0,0
72,47160,1573.57,North Kerb Side,14.049,5.146,0.003,0.05,0.1,3.2,0.05,0.03,Single Pedestrian Crossing,0,0
72,47400,1581.58,North Kerb Side,14.024,5.157,0.003,0.05,0.1,4.0,0.07,0.03,Single Pedestrian Crossing,0,0
72,47580,1587.59,North Kerb Side,14.027,5.151,0.001,0.05,0.1,1.3,0.02,0.01,Single Pedestrian Crossing,0,0
72,47880,1597.6,North Kerb Side,14.025,5.153,0.0,0.05,0.1,1.2,0.02,0.01,Single Pedestrian Crossing,0,0
72,47940,1599.6,North Kerb Side,14.014,5.131,0.012,0.05,0.1,14.6,0.24,0.12,Single Pedestrian Crossing,0,0
75,44160,1473.47,South Kerb Side,17.861,28.388,0.024,0.056,0.112,26.1,0.44,0.22,Couple Crossing,0,0
75,44220,1475.47,South Kerb Side,17.846,28.435,0.024,0.056,0.112,26.1,0.44,0.22,Couple Crossing,0,0
75,44280,1477.48,South Kerb Side,17.859,28.465,0.016,0.05,0.1,19.3,0.32,0.16,Couple Crossing,0,0
75,45300,1511.51,South Kerb Side,17.827,28.365,0.003,0.05,0.1,3.7,0.06,0.03,Couple Crossing,0,0
75,45600,1521.52,South Kerb Side,17.85,28.342,0.003,0.05,0.1,3.9,0.06,0.03,Couple Crossing,0,0
75,45660,1523.52,South Kerb Side,17.845,28.131,0.105,0.156,0.312,40.4,0.67,0.34,Couple Crossing,0,0
75,45720,1525.52,South Kerb Side,17.832,28.174,0.022,0.053,0.106,25.4,0.42,0.21,Couple Crossing,0,0
75,47040,1569.57,South Kerb Side,17.855,28.361,0.004,0.05,0.1,5.1,0.09,0.04,Couple Crossing,0,0
75,47100,1571.57,South Kerb Side,17.859,28.236,0.063,0.108,0.217,34.6,0.58,0.29,Couple Crossing,0,0
75,47160,1573.57,South Kerb Side,17.853,28.422,0.093,0.143,0.287,39.0,0.65,0.33,Couple Crossing,0,0
75,49200,1641.64,South Kerb Side,17.862,28.471,0.001,0.05,0.1,1.2,0.02,0.01,Couple Crossing,0,0
77,45660,1523.52,South Kerb Side,17.837,27.778,0.026,0.058,0.116,26.5,0.44,0.22,Couple Crossing,0,0
77,45780,1527.53,South Kerb Side,17.855,27.677,0.026,0.058,0.116,26.5,0.44,0.22,Couple Crossing,0,0
77,45840,1529.53,South Kerb Side,17.862,27.672,0.004,0.05,0.1,4.9,0.08,0.04,Couple Crossing,0,0
77,45900,1531.53,South Kerb Side,17.859,27.702,0.015,0.05,0.1,18.1,0.3,0.15,Couple Crossing,0,0
77,45960,1533.53,South Kerb Side,17.857,27.678,0.012,0.05,0.1,14.5,0.24,0.12,Couple Crossing,0,0
77,46020,1535.53,South Kerb Side,17.854,27.677,0.002,0.05,0.1,2.2,0.04,0.02,Couple Crossing,0,0
77,46200,1541.54,South Kerb Side,17.856,27.657,0.003,0.05,0.1,4.0,0.07,0.03,Couple Crossing,0,0
77,47160,1573.57,South Kerb Side,17.836,27.876,0.007,0.05,0.1,8.2,0.14,0.07,Couple Crossing,0,0
77,47760,1593.59,South Kerb Side,17.796,28.16,0.014,0.05,0.1,17.2,0.29,0.14,Couple Crossing,0,0
78,45840,1529.53,Median Side,39.276,23.264,0.002,0.05,0.1,2.9,0.05,0.02,Single Pedestrian Crossing,1,0
78,46200,1541.54,Median Side,39.264,23.291,0.002,0.05,0.1,2.9,0.05,0.02,Single Pedestrian Crossing,1,0
78,47760,1593.59,Median Side,39.232,23.21,0.002,0.05,0.1,2.0,0.03,0.02,Single Pedestrian Crossing,1,0
78,47880,1597.6,Median Side,39.227,23.256,0.012,0.05,0.1,13.9,0.23,0.12,Single Pedestrian Crossing,1,0
78,47940,1599.6,Median Side,39.244,23.17,0.044,0.085,0.17,31.2,0.52,0.26,Single Pedestrian Crossing,1,0
78,48000,1601.6,Median Side,39.262,23.178,0.01,0.05,0.1,11.8,0.2,0.1,Single Pedestrian Crossing,1,0
79,46320,1545.54,Median Side,35.736,8.47,0.012,0.05,0.1,14.9,0.25,0.12,Single Pedestrian Crossing,0,0
79,46380,1547.55,Median Side,35.727,8.493,0.012,0.05,0.1,14.9,0.25,0.12,Single Pedestrian Crossing,0,0
79,47280,1577.58,Median Side,35.65,8.813,0.011,0.05,0.1,13.1,0.22,0.11,Single Pedestrian Crossing,0,0
81,48660,1623.62,South Kerb Side,20.456,24.867,0.032,0.068,0.136,28.4,0.47,0.24,Single Pedestrian Crossing,0,0
81,48720,1625.62,South Kerb Side,20.468,24.93,0.032,0.068,0.136,28.4,0.47,0.24,Single Pedestrian Crossing,0,0
81,48780,1627.63,South Kerb Side,20.466,24.951,0.01,0.05,0.1,12.5,0.21,0.1,Single Pedestrian Crossing,0,0
81,48840,1629.63,South Kerb Side,20.468,24.937,0.007,0.05,0.1,8.7,0.15,0.07,Single Pedestrian Crossing,0,0
81,49800,1661.66,South Kerb Side,20.459,24.963,0.001,0.05,0.1,1.2,0.02,0.01,Single Pedestrian Crossing,0,0
82,48660,1623.62,Median Side,34.903,11.805,0.013,0.05,0.1,15.4,0.26,0.13,Single Pedestrian Crossing,0,0
82,48720,1625.62,Median Side,34.898,11.779,0.013,0.05,0.1,15.4,0.26,0.13,Single Pedestrian Crossing,0,0
82,48780,1627.63,Median Side,34.898,11.798,0.009,0.05,0.1,11.0,0.18,0.09,Single Pedestrian Crossing,0,0
82,48960,1633.63,Median Side,34.945,12.032,0.04,0.079,0.158,30.2,0.5,0.25,Single Pedestrian Crossing,0,0
83,50160,1673.67,Median Side,0.62,16.691,0.045,0.086,0.172,31.4,0.52,0.26,Single Pedestrian Crossing,0,0
83,50220,1675.67,Median Side,0.65,16.776,0.045,0.086,0.172,31.4,0.52,0.26,Single Pedestrian Crossing,0,0
83,50280,1677.68,Median Side,0.65,16.775,0.001,0.05,0.1,1.2,0.02,0.01,Single Pedestrian Crossing,0,0
83,50340,1679.68,Median Side,0.631,16.753,0.015,0.05,0.1,17.7,0.29,0.15,Single Pedestrian Crossing,0,0
83,50400,1681.68,Median Side,0.619,16.779,0.015,0.05,0.1,17.7,0.3,0.15,Single Pedestrian Crossing,0,0
